country_code,year,P,G,g,E,F,e,f,ef
IND,1965,0.49770236500000004,0.161896301365077,0.3252873860968633,2.0924457858253964,167.71682017841394,12.92460524534727,80.15348417366786,1035.952141983847
IND,1966,0.5081619350000001,0.16180672613313,0.31841567616261923,2.156561032865079,170.33234764121593,13.328006099639651,78.98331883281897,1052.6901551735946
IND,1967,0.518889779,0.17446966070089598,0.33623645668475577,2.222065168789682,174.81143250241738,12.736112169089985,78.67070460297704,1001.9589182448594
IND,1968,0.529967317,0.180380569239055,0.3403616854340001,2.3733020344444444,182.89482123297208,13.157193396474716,77.06344096898106,1013.9385966266965
IND,1969,0.5415050760000001,0.192176917860014,0.3548940284726232,2.6304448915873015,197.86315510829255,13.687621390116043,75.22041451660867,1029.588554710928
IND,1970,0.553578513,0.202087923013778,0.36505738258988024,2.5729585516226194,190.35007507677997,12.731876864542764,73.98101106476705,941.9171231909899
IND,1971,0.5662248120000001,0.205408086903138,0.36276772502710103,2.6569932511904764,207.10566659364508,12.935193016248698,77.94738150006611,1008.2644248145283
IND,1972,0.579411513,0.204271561262574,0.35255005584014687,2.7989417476984126,219.3124415778626,13.702062736479538,78.35548623268225,1073.6317881075709
IND,1973,0.593058926,0.21100337373723402,0.35578821005256067,2.8542671445238086,219.84194827438185,13.527116149707988,77.02220470013474,1041.8883090853071
IND,1974,0.607050255,0.213504473236681,0.3517080694359992,3.028414221428571,239.42610728430574,14.184312747730647,79.05989398351295,1121.4102620645763
IND,1975,0.6213017200000001,0.233039944685513,0.37508337283455934,3.2517983176984124,254.44511181167096,13.953823762216853,78.24750705688429,1091.851923304583
IND,1976,0.6357717340000001,0.23691564048033897,0.37264261339485555,3.409664556785714,264.8887055699754,14.391893037845566,77.6876144730453,1118.0718378614513
IND,1977,0.65048503,0.254103312464211,0.3906366799312983,3.605040632698412,278.7943577233025,14.18730278538247,77.33459512067189,1097.169316761934
IND,1978,0.665502284,0.268619045727944,0.4036335444461735,3.7368421361507935,278.2571509323934,13.911307465277233,74.46318061993853,1035.8802004464376
IND,1979,0.6809158040000001,0.254548289338226,0.3738322533313178,3.9499256371428575,297.5631784418657,15.5173921907386,75.33386847685196,1168.9851824008313
IND,1980,0.6967835170000001,0.271694207810623,0.3899262843937552,4.067615288968255,311.3386185626102,14.971299247584529,76.5408221881231,1145.9155536345486
IND,1981,0.713118032,0.288012715165845,0.40387804296308266,4.508947880525491,341.4940316095976,15.655377846527106,75.73696584175164,1185.6908172021388
IND,1982,0.729868013,0.298023268843192,0.40832488002620826,4.472318968458693,343.9092096475615,15.0066100067235,76.89729021409308,1153.9676448167304
IND,1983,0.7469490670000001,0.319745865729965,0.42806916810830553,4.708788685956861,366.9156100552597,14.726660109293094,77.92144318336504,1147.5226089870102
IND,1984,0.764245202,0.33196251706481894,0.4343665046193106,5.0262556040872415,388.43646121193996,15.141033537547903,77.28147786516705,1170.1214481877603
IND,1985,0.7816666710000001,0.34940482102063297,0.44699976855049117,5.311190622981778,410.7905424922863,15.200679279316935,77.34434172156726,1175.6865325794358
IND,1986,0.799181436,0.366094366511466,0.4580866747153346,5.691317515211365,440.1562974710177,15.546039589312047,77.33820794475058,1202.30284247554
IND,1987,0.8167927410000001,0.380611310099343,0.4659827285357118,6.062238514743422,477.058159892265,15.9276362890034,78.6933999267853,1253.399852378923
IND,1988,0.834489322,0.417255740804096,0.5000132773467604,6.5962447102362525,513.9715276302435,15.808637401907498,77.91880838390469,1231.790188529859
IND,1989,0.852270034,0.442071372266614,0.5186987159360973,7.205074760596159,561.2365843382053,16.29844231634788,77.89462330183618,1269.5610246386243
IND,1990,0.87013348,0.466533190787303,0.5361627859524529,7.737608522720761,604.300409787185,16.585333424323096,78.09911912869637,1295.2999308953592
IND,1991,0.888054875,0.471463660193304,0.5308947380006264,8.163887489205349,637.0828302081202,17.316048252495406,78.0366989440385,1351.287244380428
IND,1992,0.9060211060000001,0.497311165142667,0.5488957838280943,8.59480992536278,674.570458900315,17.282559748879013,78.485791397166,1356.435379259576
IND,1993,0.924057817,0.5209373057141841,0.5637496876607062,8.807693513347859,695.1294950820078,16.907396373298447,78.92298863812131,1334.3822518700465
IND,1994,0.9422042490000001,0.5556261253401701,0.5897087875902479,9.277479168870707,726.4642353482201,16.69734151393758,78.3040545955382,1307.4695415077147
IND,1995,0.9604827950000001,0.597711980866823,0.6223036830834882,9.982999361728119,776.4352585514849,16.70202318389272,77.77574959366513,1299.01237285803
IND,1996,0.9788932170000001,0.6428363798464969,0.6566971439607971,10.386277165496637,815.7460869773422,16.15695298386314,78.54075853928322,1268.9793430361462
IND,1997,0.9974053180000001,0.668870101582911,0.6706101215944299,10.95864705885037,857.7104243719772,16.38381956812876,78.26791206668865,1282.3273492747949
IND,1998,1.015974042,0.7102358099652,0.6990688547190262,11.610368673109019,897.6016375809895,16.34720259131668,77.310347574056,1263.8079141982014
IND,1999,1.034539214,0.773061533622113,0.7472520356508333,11.888978648863533,914.1042587965313,15.37908449946895,76.88669361719398,1182.4469580236062
IND,2000,1.053050912,0.802754758765919,0.762313340806374,12.53878270764468,965.4104932050814,15.619692777555933,76.99395672727361,1202.62194980845
IND,2001,1.0714778550000001,0.841479377511348,0.7853446280617231,12.619389885736133,973.3068350117777,14.996671603596074,77.12788366352952,1156.6615427823147
IND,2002,1.0898071120000001,0.873489045365477,0.8015079326858686,13.176028842071927,1025.2146620545302,15.08436644051894,77.80907846687101,1173.700651993374
