country_code,year,P,G,g,E,F,e,f,ef
WLD,2001,6.197638117,50.9104545392894,8.214492937179248,377.1284936641706,24340.423337045544,7.407682706370795,64.54145933274525,478.102652143111
WLD,2002,6.27682441788287,52.0019017183854,8.284746912822724,385.577778592861,24880.466595680846,7.414686114383756,64.52775024141785,478.453013707464
WLD,2003,6.35625957389893,53.5175848887456,8.41966635669001,399.8922970244638,26115.118188695385,7.4721663515978,65.30537943094654,487.9726587622458
WLD,2004,6.436346997991371,55.9008075436644,8.685176166093857,419.30858199831664,27436.59069036689,7.5009396182835575,65.43293380643719,490.80848552923027
WLD,2005,6.51702079824397,58.050771548124395,8.907562726171802,434.0856271503024,28549.805625082536,7.477689194715407,65.76998601061064,491.8075137281267
WLD,2006,6.598421257484991,60.562178237777395,9.178283088409675,447.0913996464416,29430.087290022402,7.382353354119544,65.82566185190684,485.94829555956335
WLD,2007,6.68042304699093,63.1397835553748,9.451464841558938,461.3727605484149,30481.874080962483,7.307164113791776,66.06778008465417,482.7681117124719
WLD,2008,6.763745673295531,64.2885345684027,9.504871660421125,467.6120265048422,30800.37887834095,7.273645754163291,65.86737964923151,479.0959863234943
WLD,2009,6.8472145491102,63.1728365877337,9.226063552505895,460.37689562599473,30145.29409873363,7.287576757561435,65.47959809699778,477.187597186145
WLD,2010,6.930656699362231,65.9061507206102,9.509365934497229,482.93580436469927,31528.39647813544,7.327628743058656,65.28486020954888,478.38321815805676
WLD,2011,7.01284363535782,67.9862849484483,9.694538832388982,494.25764688156056,32413.034873830005,7.269961099600301,65.57922791551097,476.7584358875869
WLD,2012,7.097400665077231,69.64449338687321,9.812676030755743,501.3426777464813,32759.6626718145,7.198597525313836,65.34385386671667,470.38410473941553
WLD,2013,7.18286011461008,71.4557750420775,9.948095034836477,510.55592884293327,33226.12280318423,7.145061802804419,65.07832134764196,464.98862805166794
WLD,2014,7.26898617573916,73.47853586299809,10.10849850124062,515.4303759126908,33342.542841310795,7.014706673983257,64.68874245579721,453.7725534362648
WLD,2015,7.35522041168203,75.48761935209629,10.263134906494718,520.0396393967318,33303.92853680382,6.889071928088169,64.04113458627462,441.1839825212209
WLD,2016,7.442135578,77.32784624110191,10.39054521792023,526.8375631570868,33432.044782223464,6.81303810679597,63.45797475389023,432.34160017835075
